data_hora_inicio;nro_telefone_chamado;duracao_ligacao;desc_categoria;valor_ligacao
2020-07-01 14:32:34;51  40040001;31.0;Para Fixo de Outras Operadoras;
2020-07-01 11:51:56;51  34704216;24.0;Para Fixo Vivo;
2020-07-01 14:00:22;51  992592817;34.0;Para Celulares Vivo;
2020-07-02 13:41:56;*5  55;5.0;"";
2020-07-02 13:41:15;*5  55;5.0;"";
2020-07-31 10:40:40;51  30417147;18.0;Para Fixo de Outras Operadoras;
2020-07-02 09:24:54;51  985758648;74.0;Para Celulares de Outras Operadoras;
2020-07-08 13:57:55;51  30417083;62.0;Para Fixo Vivo;
2020-07-30 17:39:11;51  992592817;16.0;Para Celulares Vivo;
2020-07-29 14:41:21;51  992592817;76.0;Para Celulares Vivo;
2020-07-28 09:36:30;51  992592817;5.0;Para Celulares Vivo;
2020-07-23 10:17:45;51  999244269;167.0;Para Celulares Vivo;
2020-07-20 14:03:02;51  992592803;5.0;Para Celulares Vivo;
2020-07-07 09:26:33;51  992592817;35.0;Para Celulares Vivo;
2020-07-07 08:56:37;51  992592817;5.0;Para Celulares Vivo;
2020-07-01;"";318.0;INTERNET MOVEL 2;0.00
2020-07-02;"";37157.3;INTERNET MOVEL 2;0.00
2020-07-03;"";472.0;INTERNET MOVEL 2;0.00
2020-07-04;"";237.0;INTERNET MOVEL 2;0.00
2020-07-05;"";528.0;INTERNET MOVEL 2;0.00
2020-07-06;"";1568.0;INTERNET MOVEL 2;0.00
2020-07-07;"";475.0;INTERNET MOVEL 2;0.00
2020-07-08;"";1205.0;INTERNET MOVEL 2;0.00
2020-07-09;"";1983.0;INTERNET MOVEL 2;0.00
2020-07-10;"";1587.0;INTERNET MOVEL 2;0.00
2020-07-11;"";361.0;INTERNET MOVEL 2;0.00
2020-07-12;"";688.0;INTERNET MOVEL 2;0.00
2020-07-13;"";1739.0;INTERNET MOVEL 2;0.00
2020-07-14;"";1947.0;INTERNET MOVEL 2;0.00
2020-07-15;"";1617.0;INTERNET MOVEL 2;0.00
2020-07-16;"";527.0;INTERNET MOVEL 2;0.00
2020-07-17;"";1573.0;INTERNET MOVEL 2;0.00
2020-07-18;"";357.0;INTERNET MOVEL 2;0.00
2020-07-19;"";6528.9;INTERNET MOVEL 2;0.00
2020-07-20;"";1110.0;INTERNET MOVEL 2;0.00
2020-07-21;"";29149.5;INTERNET MOVEL 2;0.00
2020-07-22;"";1639.0;INTERNET MOVEL 2;0.00
2020-07-23;"";1065.0;INTERNET MOVEL 2;0.00
2020-07-24;"";1404.0;INTERNET MOVEL 2;0.00
2020-07-25;"";508.0;INTERNET MOVEL 2;0.00
2020-07-26;"";509.0;INTERNET MOVEL 2;0.00
2020-07-27;"";1592.6;INTERNET MOVEL 2;0.00
2020-07-28;"";551.0;INTERNET MOVEL 2;0.00
2020-07-29;"";1549.0;INTERNET MOVEL 2;0.00
2020-07-30;"";763.0;INTERNET MOVEL 2;0.00
2020-07-31;"";1752.0;INTERNET MOVEL 2;0.00
