data_hora_inicio;nro_telefone_chamado;duracao_ligacao;desc_categoria;valor_ligacao
2020-09-01;"";17.0;INTERNET MOVEL 2;0.00
2020-09-02;"";145.0;INTERNET MOVEL 2;0.00
2020-09-03;"";66.0;INTERNET MOVEL 2;0.00
2020-09-04;"";142.0;INTERNET MOVEL 2;0.00
2020-09-05;"";12.0;INTERNET MOVEL 2;0.00
2020-09-06;"";85.0;INTERNET MOVEL 2;0.00
2020-09-07;"";30.0;INTERNET MOVEL 2;0.00
2020-09-08;"";63.0;INTERNET MOVEL 2;0.00
2020-09-09;"";34.0;INTERNET MOVEL 2;0.00
2020-09-15;"";15.0;INTERNET MOVEL 2;0.00
2020-09-18;"";15.0;INTERNET MOVEL 2;0.00
2020-09-23;"";121.0;INTERNET MOVEL 2;0.00
2020-09-28;"";622.0;INTERNET MOVEL 2;0.00
2020-09-29;"";843.0;INTERNET MOVEL 2;0.00
