data_hora_inicio;nro_telefone_chamado;duracao_ligacao;desc_categoria;valor_ligacao
2020-08-31;"";160.0;INTERNET MOVEL 2;0.00
2020-09-01;"";193219.9;INTERNET MOVEL 2;0.00
2020-09-02;"";62136.5;INTERNET MOVEL 2;0.00
2020-09-06;"";108480.3;INTERNET MOVEL 2;0.00
2020-09-07;"";113810.9;INTERNET MOVEL 2;0.00
2020-09-08;"";66780.7;INTERNET MOVEL 2;0.00
2020-09-21;"";171397.5;INTERNET MOVEL 2;0.00
2020-09-22;"";69013.0;INTERNET MOVEL 2;0.00
2020-09-25;"";2700.8;INTERNET MOVEL 2;0.00
2020-09-26;"";564.0;INTERNET MOVEL 2;0.00
2020-09-27;"";5.0;INTERNET MOVEL 2;0.00
2020-09-28;"";512.0;INTERNET MOVEL 2;0.00
2020-09-29;"";254.0;INTERNET MOVEL 2;0.00
2020-09-30;"";461.0;INTERNET MOVEL 2;0.00
