data_hora_inicio;nro_telefone_chamado;duracao_ligacao;desc_categoria;valor_ligacao
2020-09-14;"";1201.0;INTERNET MOVEL 2;0.00
2020-09-15;"";2457.0;INTERNET MOVEL 2;0.00
2020-09-16;"";2594.0;INTERNET MOVEL 2;0.00
2020-09-17;"";1202.0;INTERNET MOVEL 2;0.00
2020-09-18;"";204.0;INTERNET MOVEL 2;0.00
2020-09-19;"";1618.0;INTERNET MOVEL 2;0.00
2020-09-20;"";4222.0;INTERNET MOVEL 2;0.00
2020-09-21;"";2548.0;INTERNET MOVEL 2;0.00
2020-09-22;"";3484.0;INTERNET MOVEL 2;0.00
2020-09-23;"";6544.6;INTERNET MOVEL 2;0.00
2020-09-24;"";76624.4;INTERNET MOVEL 2;0.00
2020-09-25;"";2455.0;INTERNET MOVEL 2;0.00
2020-09-26;"";5429.2;INTERNET MOVEL 2;0.00
2020-09-27;"";1784.0;INTERNET MOVEL 2;0.00
2020-09-28;"";1775.0;INTERNET MOVEL 2;0.00
2020-09-29;"";3366.2;INTERNET MOVEL 2;0.00
2020-09-30;"";1645.0;INTERNET MOVEL 2;0.00
