data_hora_inicio;nro_telefone_chamado;duracao_ligacao;desc_categoria;valor_ligacao
2020-09-09 07:26:41;51  21313333;0.5;Para Fixo Vivo;
2020-09-13 00:27:05;65  21233895;0.8;Para Fixo de Outras Operadoras;
2020-09-17 12:53:24;    ;0.5;Chamadas de Longa Distancia para Outros Estados;
2020-09-19 12:04:10;    ;0.5;Chamadas de Longa Distancia para Outros Estados;
2020-09-25 10:37:11;11  41185333;0.5;Chamadas de Longa Distancia para Outros Estados;
2020-09-25 10:40:43;    ;0.5;Chamadas de Longa Distancia para Outros Estados;
2020-09-25 14:20:09;    ;0.5;Chamadas de Longa Distancia para Outros Estados;
2020-09-28 10:46:03;    ;0.5;Chamadas de Longa Distancia para Outros Estados;
2020-09-28 16:02:36;    ;0.5;Chamadas de Longa Distancia para Outros Estados;
2020-09-13 00:27:05;65  21233895;0.0;Adicional por Ligacoes Realizadas;
2020-09-28 16:02:36;"";1.0;ADICIONAL;0.00
2020-09-28 10:46:03;"";1.0;ADICIONAL;0.00
2020-09-25 14:20:09;"";1.0;ADICIONAL;0.00
2020-09-25 10:40:43;"";1.0;ADICIONAL;0.00
2020-09-25 10:37:11;1141185333;1.0;ADICIONAL;0.00
2020-09-19 12:04:10;"";1.0;ADICIONAL;0.00
2020-09-17 12:53:24;"";1.0;ADICIONAL;0.00
2020-09-01;"";135.0;INTERNET MOVEL 2;0.00
2020-09-02;"";270.0;INTERNET MOVEL 2;0.00
2020-09-03;"";184.0;INTERNET MOVEL 2;0.00
2020-09-04;"";194.0;INTERNET MOVEL 2;0.00
2020-09-05;"";35.0;INTERNET MOVEL 2;0.00
2020-09-06;"";62.0;INTERNET MOVEL 2;0.00
2020-09-07;"";13.0;INTERNET MOVEL 2;0.00
2020-09-08;"";175.0;INTERNET MOVEL 2;0.00
2020-09-09;"";182.0;INTERNET MOVEL 2;0.00
2020-09-10;"";136.0;INTERNET MOVEL 2;0.00
2020-09-11;"";233.0;INTERNET MOVEL 2;0.00
2020-09-12;"";193.0;INTERNET MOVEL 2;0.00
2020-09-13;"";261.0;INTERNET MOVEL 2;0.00
2020-09-14;"";350.0;INTERNET MOVEL 2;0.00
2020-09-15;"";77247.5;INTERNET MOVEL 2;0.00
2020-09-16;"";122855.6;INTERNET MOVEL 2;0.00
2020-09-17;"";104212.9;INTERNET MOVEL 2;0.00
2020-09-18;"";155.0;INTERNET MOVEL 2;0.00
2020-09-19;"";343.0;INTERNET MOVEL 2;0.00
2020-09-20;"";257.0;INTERNET MOVEL 2;0.00
2020-09-21;"";429.0;INTERNET MOVEL 2;0.00
2020-09-22;"";446.0;INTERNET MOVEL 2;0.00
2020-09-23;"";421.0;INTERNET MOVEL 2;0.00
2020-09-24;"";447.0;INTERNET MOVEL 2;0.00
2020-09-25;"";19804.6;INTERNET MOVEL 2;0.00
2020-09-26;"";79520.0;INTERNET MOVEL 2;0.00
2020-09-27;"";76159.9;INTERNET MOVEL 2;0.00
2020-09-28;"";123915.5;INTERNET MOVEL 2;0.00
2020-09-29;"";100120.9;INTERNET MOVEL 2;0.00
2020-09-30;"";104647.5;INTERNET MOVEL 2;0.00
2020-10-01;"";5519.3;INTERNET MOVEL 2;0.00
